,Brand,Model_Type,Fuel_Type,Transmission,Owner_Type,Location,Age,Kilometers_Driven,Mileage_Converted,Engine,Power,Seats,Price
257,Fiat,Hatchback,Diesel,Manual,First,Delhi,9,120000,17.8,1248,76.0,5,1.65
258,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,2,51982,16.55,2993,258.0,5,45.77
259,Hyundai,Hatchback,Petrol,Manual,Second,Bangalore,9,36000,20.36,1197,78.9,5,3.25
260,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Pune,3,47000,12.8,2494,102.0,7,12.8
261,Maruti,Hatchback,Petrol,Manual,Third,Mumbai,17,60000,17.3,993,60.0,5,0.55
262,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,1,31025,28.4,1248,74.0,5,7.15
263,Mahindra,SUV/MUV/MPV,Diesel,Manual,Second,Pune,6,105000,12.05,2179,120.0,8,7.0
264,Tata,Sedan,Diesel,Manual,First,Pune,2,121900,22.95,1248,74.0,5,3.75
265,Ford,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,2,22695,18.88,999,123.24,5,8.5
266,Maruti,Sedan,Diesel,Manual,First,Jaipur,7,73000,23.4,1248,74.0,5,4.35
267,Maruti,Hatchback,Petrol,Manual,First,Kochi,3,32227,22.74,796,47.3,5,3.26
268,Honda,Sedan,Petrol,Manual,First,Jaipur,8,55000,17.0,1497,118.0,5,4.21
269,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,1,11287,12.07,2967,241.4,7,70.36
270,Skoda,Sedan,Diesel,Automatic,Second,Mumbai,10,48000,17.0,1896,105.0,5,2.95
271,Hyundai,Sedan,Petrol,Manual,First,Kochi,7,54308,17.1,1591,121.3,5,4.28
272,Honda,Sedan,Petrol,Automatic,First,Jaipur,10,78442,16.8,1497,118.0,5,3.57
273,Hyundai,Hatchback,Diesel,Manual,First,Kolkata,6,46000,21.9,1396,88.8,5,3.11
274,Hyundai,Hatchback,Petrol,Automatic,First,Coimbatore,5,45051,15.0,1396,98.6,5,5.96
275,Volkswagen,Sedan,Diesel,Manual,First,Hyderabad,8,69000,20.54,1598,103.6,5,4.7
276,Honda,Sedan,Petrol,Manual,First,Ahmedabad,5,49000,17.4,1497,117.3,5,6.9
277,Tata,Sedan,Diesel,Manual,First,Pune,1,45000,22.95,1248,74.0,5,5.25
278,BMW,Sedan,Diesel,Automatic,First,Pune,4,64000,18.48,1995,177.0,5,28.0
279,Maruti,Hatchback,Petrol,Manual,First,Delhi,10,60000,18.9,1061,67.0,5,1.35
280,Honda,Hatchback,Petrol,Manual,First,Delhi,4,62178,18.2,1199,88.7,5,4.85
281,Volkswagen,Sedan,Diesel,Manual,First,Coimbatore,7,58006,15.0,1896,105.0,5,6.7
282,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,9,74000,20.36,1197,78.9,5,3.1
283,Mercedes-Benz,Sedan,Diesel,Automatic,First,Kochi,4,77771,19.27,2143,170.0,5,18.64
284,Hyundai,Hatchback,Petrol,Manual,First,Pune,7,45275,20.36,1197,78.9,5,2.8
285,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Chennai,3,48000,13.68,2393,147.8,7,20.25
286,Audi,Sedan,Diesel,Automatic,First,Kochi,4,31652,17.68,1968,174.33,5,26.78
287,Toyota,SUV/MUV/MPV,Diesel,Manual,Second,Hyderabad,9,109000,12.99,2494,100.6,7,8.26
288,Volkswagen,Hatchback,Petrol,Manual,First,Mumbai,4,31978,16.47,1198,73.9,5,3.89
289,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,8,70000,20.92,998,67.1,5,2.1
290,Honda,Sedan,Petrol,Automatic,First,Mumbai,2,15000,18.0,1497,117.3,5,12.69
291,Tata,Sedan,Diesel,Manual,First,Coimbatore,6,59138,17.0,1405,70.0,5,2.58
292,Audi,Sedan,Diesel,Automatic,First,Kochi,5,61726,17.68,1968,174.33,5,20.77
293,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,4,48000,17.9,2143,136.0,5,20.26
294,Maruti,Hatchback,Petrol,Automatic,First,Hyderabad,5,77815,23.1,998,67.04,5,4.25
295,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,2,29000,17.9,2143,201.15,5,57.0
296,Land,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,2,44000,12.7,2179,187.7,5,44.0
297,Volkswagen,Sedan,Diesel,Manual,First,Hyderabad,8,108626,20.54,1598,103.6,5,3.65
298,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Hyderabad,7,71791,14.0,796,35.0,5,2.05
299,Honda,Hatchback,Petrol,Manual,First,Kochi,7,91931,18.5,1198,86.8,5,3.13
300,Tata,SUV/MUV/MPV,Diesel,Manual,Second,Hyderabad,19,158000,14.07,2956,83.1,7,1.5
301,Tata,Hatchback,Diesel,Manual,First,Pune,7,91183,18.0,1248,75.0,5,2.85
302,Maruti,Hatchback,Petrol,Manual,First,Delhi,7,65000,18.9,998,67.1,5,2.65
303,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,4,88428,16.0,2179,140.0,7,10.6
304,Tata,Sedan,Diesel,Manual,Second,Pune,11,138000,17.1,1396,70.0,5,1.25
305,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,1,18000,16.02,1373,93.7,7,8.25
306,Honda,Sedan,Petrol,Automatic,First,Mumbai,8,60000,11.7,2354,177.6,5,4.45
307,Maruti,Sedan,Diesel,Manual,First,Kolkata,7,48000,19.3,1248,73.9,5,3.7
308,Ford,Sedan,Diesel,Manual,First,Hyderabad,10,160000,17.8,1399,68.0,5,2.8
309,Honda,Sedan,Petrol,Manual,First,Kolkata,11,40000,17.7,1497,78.0,5,1.8
310,Audi,Sedan,Diesel,Automatic,First,Kochi,5,51495,17.68,1968,174.33,5,21.95
311,BMW,Convertible/Coupe,Diesel,Automatic,First,Mumbai,8,30000,9.52,2993,313.0,4,49.0
312,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,2,97430,14.75,2967,245.0,7,62.67
313,Maruti,Hatchback,CNG,Manual,First,Pune,11,42496,18.79,998,67.1,5,1.4
314,Hyundai,Hatchback,Diesel,Manual,First,Pune,7,83000,23.0,1396,90.0,5,5.5
315,Hyundai,Hatchback,Petrol,Automatic,Third,Bangalore,10,37000,16.95,1197,78.9,5,2.95
316,Honda,Hatchback,Petrol,Automatic,First,Kochi,3,28503,19.0,1199,88.7,5,6.86
317,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,4,76496,25.2,1248,74.0,5,6.15
318,Hyundai,Hatchback,Petrol,Manual,Second,Pune,8,79152,18.5,1197,82.85,5,3.3
319,Volkswagen,Hatchback,Petrol,Manual,First,Kolkata,8,32000,16.47,1198,73.9,5,2.55
320,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,10,35000,19.7,796,46.3,5,1.5
321,Toyota,Sedan,Petrol,Automatic,Second,Chennai,15,105000,11.3,1794,125.0,5,2.5
322,Maruti,Hatchback,Petrol,Manual,Second,Chennai,13,56000,19.7,796,46.3,5,1.4
323,Tata,Sedan,Diesel,Manual,First,Pune,7,73000,21.12,1248,88.8,5,3.4
324,Maruti,Hatchback,Petrol,Manual,First,Pune,7,38000,19.7,796,46.3,5,2.25
325,Skoda,Sedan,Diesel,Automatic,First,Kolkata,6,775000,19.3,1968,141.0,5,7.5
326,Toyota,Sedan,Petrol,Automatic,First,Kolkata,11,80000,11.3,1794,125.0,5,2.8
327,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,3,24973,18.6,1197,81.83,5,7.66
328,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Chennai,3,45000,24.3,1248,88.5,5,7.15
329,Honda,Sedan,Petrol,Manual,First,Delhi,9,87430,17.0,1497,118.0,5,3.5
330,Tata,Hatchback,Diesel,Manual,Second,Hyderabad,5,133944,18.0,1248,75.0,5,3.5
331,Honda,Sedan,Diesel,Manual,First,Kolkata,6,57000,25.8,1498,98.6,5,3.45
332,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,3,27904,21.1,814,55.2,5,3.55
333,BMW,Sedan,Diesel,Automatic,Second,Kochi,4,30717,21.76,1995,190.0,5,25.99
334,Hyundai,Sedan,Diesel,Manual,First,Bangalore,7,80000,22.32,1582,126.32,5,5.25
335,Tata,Sedan,Diesel,Manual,First,Ahmedabad,6,47304,21.02,1248,88.8,5,2.9
336,Skoda,Sedan,Petrol,Automatic,First,Jaipur,14,100000,14.45,1984,227.0,5,2.05
337,Maruti,Hatchback,Petrol,Manual,First,Pune,2,30000,24.07,998,67.1,5,3.75
338,Ford,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,5,68000,22.7,1498,89.84,5,6.75
339,Chevrolet,Hatchback,Petrol,Manual,Second,Kolkata,8,21000,18.0,995,62.0,5,0.95
340,Jaguar,Sedan,Diesel,Automatic,First,Hyderabad,2,21000,19.33,1999,177.0,5,52.0
341,Honda,SUV/MUV/MPV,Petrol,Manual,Third,Jaipur,12,119000,13.1,1997,141.1,5,3.91
342,Skoda,Sedan,Petrol,Automatic,First,Kochi,0,13747,14.67,1798,177.46,5,27.3
343,Hyundai,Hatchback,Petrol,Manual,First,Chennai,10,620000,20.36,1197,78.9,5,2.7
344,Maruti,Hatchback,Diesel,Manual,First,Delhi,6,70000,22.9,1248,74.0,5,3.5
345,Maruti,Sedan,Petrol,Automatic,First,Mumbai,3,18000,18.5,1197,83.14,5,6.2
346,Nissan,Hatchback,Diesel,Manual,First,Chennai,8,83000,23.08,1461,63.1,5,2.75
347,Maruti,Sedan,Diesel,Manual,First,Mumbai,4,130000,23.4,1248,74.0,5,3.25
348,Ford,Sedan,Diesel,Manual,First,Pune,7,63400,17.8,1399,67.0,5,3.25
349,Maruti,Hatchback,Petrol,Manual,First,Kolkata,16,65000,17.3,993,60.0,5,0.65
350,Mini,Hatchback,Petrol,Manual,First,Pune,2,8350,13.8,1998,192.0,5,35.0
351,Toyota,Sedan,Diesel,Manual,First,Kolkata,5,45000,23.59,1364,67.05,5,3.25
352,Maruti,Hatchback,Petrol,Manual,First,Kolkata,1,26200,24.7,796,47.3,5,2.9
353,Maruti,Hatchback,Petrol,Manual,Third,Bangalore,8,11000,18.9,796,47.0,5,2.9
354,BMW,SUV/MUV/MPV,Diesel,Automatic,Second,Bangalore,10,90000,11.0,2993,235.0,5,17.75
355,Nissan,Sedan,Petrol,Automatic,Second,Mumbai,4,74000,11.07,2496,179.5,5,8.25
356,Hyundai,Hatchback,Petrol,Automatic,First,Coimbatore,4,37081,18.9,1197,82.0,5,5.77
357,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,2,39000,24.3,1248,88.5,5,9.49
358,Audi,SUV/MUV/MPV,Diesel,Automatic,Third,Mumbai,11,99000,12.07,2967,241.4,7,12.95
359,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Chennai,4,38000,17.9,2143,136.0,5,20.0
360,Maruti,Hatchback,Petrol,Manual,Third,Chennai,12,72000,16.1,796,37.0,4,1.0
361,Renault,SUV/MUV/MPV,Diesel,Manual,Second,Chennai,4,93000,20.45,1461,83.8,5,7.1
362,Toyota,Sedan,Diesel,Manual,First,Mumbai,2,5900,21.43,1364,87.2,5,16.5
363,Mercedes-Benz,Sedan,Diesel,Manual,First,Chennai,5,25000,15.8,2148,170.0,5,26.0
364,Maruti,Hatchback,Diesel,Manual,Second,Hyderabad,9,68000,21.1,1248,73.9,5,3.2
365,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Kochi,2,35676,16.0,1497,117.3,7,9.48
366,Hyundai,Sedan,Diesel,Manual,First,Kochi,4,74310,24.4,1120,71.0,5,4.0
367,Mercedes-Benz,Sedan,Diesel,Automatic,First,Jaipur,5,59364,14.21,2143,203.0,5,26.5
368,Mercedes-Benz,Hatchback,Petrol,Automatic,Second,Kochi,5,41380,14.8,1595,120.7,5,11.77
369,Mercedes-Benz,Sedan,Diesel,Automatic,First,Bangalore,2,33900,15.0,2143,204.0,5,37.0
370,Honda,Sedan,Petrol,Manual,First,Mumbai,3,28000,17.8,1497,117.3,5,8.75
371,Honda,Sedan,Petrol,Manual,First,Chennai,8,93982,17.0,1497,118.0,5,3.75
372,Hyundai,Sedan,Petrol,Manual,First,Pune,9,95000,16.2,1599,103.2,5,2.5
373,Jaguar,Sedan,Petrol,Automatic,First,Mumbai,2,9000,13.5,1999,246.74,5,34.5
374,Honda,Sedan,Petrol,Manual,First,Delhi,4,52516,18.0,1198,86.7,5,4.65
375,Mini,Convertible/Coupe,Petrol,Automatic,First,Bangalore,4,20000,18.86,1598,122.0,4,32.0
376,Mercedes-Benz,Sedan,Diesel,Automatic,First,Coimbatore,2,56451,13.5,2987,282.0,5,62.81
377,Hyundai,Hatchback,Petrol,Manual,First,Chennai,5,37000,21.1,814,55.2,5,3.25
378,Maruti,Hatchback,Petrol,Manual,First,Kolkata,5,17400,20.51,998,67.04,5,3.1
379,Maruti,Hatchback,Diesel,Manual,First,Coimbatore,8,90207,21.1,1248,73.9,5,3.91
380,BMW,Sedan,Diesel,Automatic,First,Chennai,8,89616,16.07,1995,181.0,5,11.0
381,Tata,SUV/MUV/MPV,Diesel,Manual,First,Pune,5,85000,13.49,2179,138.03,5,3.5
382,Audi,Sedan,Diesel,Automatic,First,Chennai,5,79271,20.38,1968,143.0,5,16.5
383,Land,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,7,56000,12.7,2179,187.7,5,30.0
384,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,Second,Pune,9,85001,12.0,2987,224.0,7,28.0
385,Mitsubishi,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,1,12000,13.5,2477,175.56,7,28.0
386,Maruti,Hatchback,Petrol,Manual,First,Jaipur,9,125000,19.7,796,46.3,5,0.92
387,Maruti,Hatchback,Petrol,Manual,First,Pune,6,53000,14.0,1061,64.0,5,2.75
388,Land,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,2,34990,12.7,2179,187.7,5,53.83
389,Hyundai,Sedan,Petrol,Manual,Second,Pune,8,49768,17.01,1591,121.3,5,4.95
390,BMW,Sedan,Diesel,Automatic,First,Hyderabad,6,56000,16.73,2993,218.0,5,33.5
391,Jaguar,Sedan,Diesel,Automatic,First,Bangalore,6,75000,14.74,2993,270.9,5,27.95
392,Skoda,Sedan,Petrol,Automatic,First,Hyderabad,9,57000,13.7,1798,157.75,5,7.25
393,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,2,37542,15.73,1968,174.33,5,25.71
394,Land,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,5,95649,12.7,2179,187.7,5,29.67
395,Mercedes-Benz,Sedan,Diesel,Automatic,First,Jaipur,6,35299,14.84,2143,170.0,5,19.0
396,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kochi,2,28464,15.4,2179,120.0,7,13.05
397,BMW,Sedan,Diesel,Automatic,First,Mumbai,4,41000,21.76,1995,190.0,5,25.5
398,Honda,SUV/MUV/MPV,Petrol,Manual,First,Pune,2,9000,15.4,1497,117.3,7,8.5
399,Volvo,Sedan,Diesel,Automatic,Second,Chennai,9,92098,16.0,2400,215.0,5,7.25
400,Hyundai,Sedan,Petrol,Manual,First,Pune,14,5834,13.2,1495,94.0,5,0.8
401,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,2,40250,17.19,1197,81.86,5,6.9
402,Mercedes-Benz,Convertible/Coupe,Petrol,Automatic,First,Coimbatore,1,22397,11.5,2996,367.0,5,70.99
403,Hyundai,Hatchback,Petrol,Manual,Second,Kolkata,4,20800,21.1,814,55.2,5,2.25
404,Hyundai,Hatchback,Petrol,Manual,First,Kochi,1,40322,18.9,1197,81.86,5,5.5
405,Honda,Sedan,Petrol,Manual,First,Mumbai,6,52576,13.0,1493,100.0,5,4.35
406,Volkswagen,Hatchback,Petrol,Manual,First,Kolkata,9,55000,16.47,1198,73.9,5,2.25
407,Audi,Sedan,Petrol,Automatic,First,Mumbai,3,47000,15.26,1798,187.74,5,24.5
408,Hyundai,SUV/MUV/MPV,Petrol,Manual,First,Coimbatore,2,23163,15.29,1591,121.3,5,12.03
409,Mercedes-Benz,Sedan,Petrol,Automatic,Second,Mumbai,8,50000,11.74,1796,186.0,5,8.5
410,Mini,Convertible/Coupe,Petrol,Automatic,First,Mumbai,5,11900,16.82,1998,189.08,4,28.5
411,Toyota,Sedan,Diesel,Manual,First,Bangalore,6,37000,23.59,1364,67.04,5,5.75
412,Honda,Hatchback,Petrol,Manual,Second,Delhi,5,30000,19.4,1198,86.8,5,3.2
413,Maruti,Hatchback,Petrol,Automatic,First,Coimbatore,1,12831,21.4,1197,83.1,5,9.89
414,Skoda,Sedan,Diesel,Automatic,First,Coimbatore,7,143017,20.0,1968,138.1,5,6.58
415,Hyundai,Hatchback,Petrol,Manual,First,Kochi,1,13102,21.1,814,55.2,5,4.06
416,Renault,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,0,24950,20.37,1461,108.45,5,13.37
417,BMW,Sedan,Diesel,Automatic,First,Coimbatore,8,57832,16.2,2993,258.0,5,25.82
418,Maruti,Hatchback,Petrol,Manual,First,Kochi,3,34267,22.74,796,47.3,5,3.74
419,Volvo,Hatchback,Diesel,Automatic,Second,Bangalore,4,33000,16.8,1984,150.0,5,22.0
420,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,12,55100,18.9,998,67.1,5,1.45
421,Honda,Sedan,Petrol,Manual,First,Kolkata,11,40000,17.7,1497,78.0,5,2.0
422,Maruti,SUV/MUV/MPV,CNG,Manual,First,Kochi,2,31841,10.79,1196,73.0,5,4.7
423,Chevrolet,SUV/MUV/MPV,Petrol,Manual,First,Kolkata,5,15000,13.7,1399,98.79,8,3.75
424,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,3,82756,15.96,2523,62.1,7,7.7
425,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,5,20600,21.1,814,55.2,5,2.6
426,Hyundai,SUV/MUV/MPV,Petrol,Automatic,First,Coimbatore,2,29952,13.0,1591,121.3,5,13.77
427,Volkswagen,Sedan,Petrol,Manual,Second,Mumbai,2,15000,16.09,1598,103.5,5,7.1
428,Honda,Sedan,Petrol,Automatic,Second,Pune,11,61938,12.9,1799,130.0,5,2.65
429,Tata,Hatchback,Diesel,Manual,First,Hyderabad,5,67000,22.3,1248,74.0,5,2.5
430,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kochi,6,61672,16.0,2179,140.0,7,7.53
431,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,2,26185,18.6,1197,81.83,5,7.98
432,Audi,SUV/MUV/MPV,Diesel,Automatic,Second,Bangalore,5,38000,14.16,1968,174.3,5,39.0
433,Maruti,Hatchback,Petrol,Manual,Second,Chennai,8,67000,18.5,1197,85.8,5,2.25
434,Mitsubishi,Sedan,Petrol,Manual,Second,Chennai,9,66000,13.17,1999,114.0,5,3.85
435,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,4,80883,12.8,2494,102.0,7,13.5
436,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,3,80219,27.62,793,47.0,5,3.5
437,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Delhi,1,12923,25.1,1248,88.5,5,8.92
438,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,3,86642,15.17,1968,181.0,5,20.37
439,BMW,Sedan,Diesel,Automatic,First,Bangalore,3,19235,21.76,1995,190.0,5,36.5
440,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,3,51002,11.33,4134,335.2,7,48.91
441,Hyundai,Hatchback,Petrol,Manual,First,Pune,3,6800,18.6,1197,81.83,5,7.2
442,Renault,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,7,82749,19.01,1461,108.45,5,5.99
443,Hyundai,Sedan,Diesel,Manual,First,Pune,3,51000,24.4,1120,71.0,5,5.25
444,Ford,SUV/MUV/MPV,Diesel,Manual,First,Delhi,5,31465,22.7,1498,89.84,5,6.5
445,Volkswagen,Hatchback,Petrol,Manual,First,Hyderabad,6,76476,16.47,1198,73.9,5,4.4
446,Hyundai,Hatchback,Diesel,Manual,First,Kolkata,2,14000,24.0,1120,70.0,5,4.6
447,Tata,Sedan,Diesel,Manual,First,Ahmedabad,6,47000,21.12,1248,88.8,5,2.95
448,Honda,Sedan,Petrol,Manual,First,Kolkata,8,48466,17.0,1497,118.0,5,3.26
449,Hyundai,Hatchback,Petrol,Manual,Second,Bangalore,11,46000,17.92,1086,62.1,5,2.22
450,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,7,162663,12.99,2494,100.0,7,10.5
451,Maruti,Sedan,Diesel,Manual,First,Coimbatore,2,25142,28.09,1248,88.5,5,8.26
452,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Delhi,6,69000,12.55,2982,169.0,7,14.45
453,Mercedes-Benz,Sedan,Petrol,Automatic,First,Kochi,1,26405,12.6,1950,191.34,5,51.43
454,Mercedes-Benz,Sedan,Diesel,Manual,First,Chennai,5,45000,15.8,2148,170.0,5,23.0
455,Skoda,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,7,64284,17.72,1968,108.49,5,5.5
456,Hyundai,Hatchback,Petrol,Manual,First,Delhi,4,27000,18.9,1197,82.0,5,4.5
457,Ford,Hatchback,Petrol,Manual,First,Hyderabad,1,3678,18.16,1196,86.8,5,6.8
458,Skoda,Sedan,Petrol,Manual,First,Mumbai,6,21000,16.8,1395,138.02,5,8.75
459,Renault,SUV/MUV/MPV,Diesel,Manual,Second,Mumbai,4,67000,19.87,1461,83.8,5,7.0
460,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Delhi,4,24000,15.68,1999,177.0,5,33.5
461,Ford,Hatchback,Diesel,Manual,Second,Chennai,8,75000,20.0,1399,68.0,5,2.25
462,Ford,SUV/MUV/MPV,Diesel,Automatic,Second,Hyderabad,11,179000,12.8,2953,156.0,7,4.24
463,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,2,47198,12.55,2982,168.5,7,28.42
464,Volkswagen,Hatchback,Diesel,Manual,First,Kolkata,7,52000,22.07,1199,73.9,5,2.75
465,Maruti,Hatchback,Diesel,Manual,First,Jaipur,8,91000,23.2,1248,73.94,5,3.0
466,Nissan,Hatchback,Diesel,Manual,First,Pune,6,60000,23.08,1461,63.1,5,3.55
467,Hyundai,Sedan,Diesel,Manual,First,Kolkata,6,37873,22.32,1582,126.32,5,4.8
468,BMW,Sedan,Petrol,Automatic,First,Kolkata,8,31000,10.8,2497,150.0,5,13.5
469,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Pune,2,129000,11.0,2987,258.0,7,56.0
470,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Hyderabad,15,78000,12.0,2354,187.4,5,3.99
471,Hyundai,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,3,32000,17.01,1582,126.2,5,15.5
472,Hyundai,Hatchback,Petrol,Manual,Second,Jaipur,9,59000,19.81,1086,68.05,5,2.32
473,Mercedes-Benz,Hatchback,Diesel,Automatic,First,Kochi,3,35437,20.0,2143,136.0,5,18.58
474,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Jaipur,5,98000,16.02,1373,93.7,7,5.5
475,Skoda,Sedan,Diesel,Manual,Second,Chennai,13,72000,18.7,1896,66.0,5,3.2
476,Honda,Sedan,Petrol,Manual,First,Pune,4,79000,18.0,1198,86.7,5,4.0
477,Maruti,Hatchback,Petrol,Manual,First,Chennai,15,29000,17.3,993,60.0,5,1.6
478,Maruti,Sedan,Petrol,Manual,First,Kochi,6,66012,15.5,1586,103.3,5,4.15
479,Honda,Hatchback,Petrol,Automatic,First,Mumbai,5,35000,16.5,1198,86.8,5,4.25
480,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,8,75000,18.9,998,67.1,5,2.6
481,Toyota,Sedan,Petrol,Automatic,Second,Mumbai,11,80000,12.1,2362,164.7,5,3.43
482,Chevrolet,Hatchback,Petrol,Manual,First,Kochi,7,32717,18.6,1199,79.4,5,2.55
483,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,2,25000,12.55,2982,168.5,7,32.0
484,Ford,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,5,79000,22.7,1498,89.84,5,6.25
485,Maruti,Hatchback,Diesel,Manual,Second,Hyderabad,9,86000,17.8,1248,75.0,5,3.6
486,Mercedes-Benz,Sedan,Diesel,Automatic,First,Pune,9,137000,13.5,2987,282.0,5,18.5
487,Honda,SUV/MUV/MPV,Petrol,Manual,Second,Mumbai,4,25000,17.3,1497,117.3,7,4.25
488,Hyundai,Hatchback,Petrol,Manual,Second,Mumbai,2,8500,18.9,1197,82.0,5,4.8
489,Mahindra,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,4,34000,16.0,2179,140.0,7,13.0
490,Skoda,Hatchback,Petrol,Manual,Second,Pune,7,41629,14.83,1598,105.0,5,2.25
491,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,10,80227,17.92,1086,62.1,5,2.3
492,Hyundai,SUV/MUV/MPV,Petrol,Manual,First,Kochi,0,8587,15.29,1591,121.3,5,13.56
493,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Delhi,2,30000,15.4,1997,120.0,7,12.25
494,Skoda,Sedan,Diesel,Manual,First,Pune,6,64186,20.5,1598,103.5,5,3.76
495,Renault,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,4,76427,19.01,1461,108.45,5,8.58
496,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,8,75000,11.7,2993,245.0,5,27.5
497,Toyota,Sedan,Petrol,Manual,First,Coimbatore,6,27075,17.6,1496,88.73,5,4.95
498,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,7,30000,22.5,998,67.04,5,3.3
499,Hyundai,SUV/MUV/MPV,Petrol,Manual,First,Chennai,3,69434,15.8,1591,121.3,5,8.0
500,Maruti,Hatchback,Petrol,Manual,First,Jaipur,5,56000,23.1,998,67.04,5,2.79
501,Land,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,2,49275,12.7,2179,187.7,5,45.64
502,Chevrolet,Hatchback,Petrol,Manual,First,Pune,5,8700,18.6,1199,76.8,5,2.55
503,Tata,Hatchback,Petrol,Manual,Second,Ahmedabad,5,18000,25.4,624,37.5,4,1.0
504,Audi,Sedan,Diesel,Automatic,First,Coimbatore,2,41041,17.68,1968,174.33,5,37.56
505,Mercedes-Benz,Sedan,Diesel,Automatic,Second,Kochi,10,80464,11.0,2987,198.5,5,9.29
506,Maruti,Hatchback,Petrol,Manual,First,Kochi,0,20667,22.0,1197,81.8,5,6.37
507,Fiat,Sedan,Petrol,Manual,First,Coimbatore,6,60283,14.6,1368,112.0,5,2.98
508,Maruti,Hatchback,Petrol,Manual,First,Kochi,2,31696,20.4,1197,81.8,5,5.75
509,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,9,100000,11.5,2982,171.0,7,13.0
510,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,5,13361,16.02,1373,93.7,7,6.8
511,BMW,Sedan,Petrol,Automatic,First,Coimbatore,9,48394,12.05,1995,154.0,5,10.49
512,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Jaipur,5,47399,16.02,1373,93.7,7,5.6
513,Honda,Sedan,Petrol,Automatic,Second,Mumbai,9,69000,16.8,1497,118.0,5,2.85
514,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,6,65278,14.66,2199,194.3,7,8.36
